sale_id,sale_date,product_id,store_id,channel_id,customer_id,quantity,gross_revenue,discount_value,net_revenue,cost
2255,2025-02-10,12,12,1,262,1,191.03,0.0,191.03,111.21
2256,2024-04-20,30,9,1,435,2,446.02,22.3,423.72,309.02
2257,2025-07-20,19,1,2,21,2,418.36,20.92,397.44,243.44
2258,2024-02-22,36,6,1,46,3,405.57,0.0,405.57,166.65
2259,2024-11-06,14,9,2,193,5,1232.5,0.0,1232.5,730.85
2260,2024-05-07,39,9,2,336,2,407.06,20.35,386.71,261.48
2261,2025-02-03,49,8,2,336,3,351.09,0.0,351.09,245.1
2262,2025-09-03,24,8,1,108,1,157.32,0.0,157.32,99.4
2263,2025-10-30,20,11,2,299,4,247.36,12.37,234.99,167.08
2264,2024-04-17,20,8,2,15,5,1081.85,43.27,1038.58,644.65
2265,2024-12-03,7,15,1,281,5,616.85,24.67,592.18,427.9
2266,2025-10-06,18,8,1,116,3,586.74,39.12,547.62,405.6
2267,2025-05-27,50,2,2,480,2,362.74,18.14,344.6,162.24
2268,2025-08-05,5,3,1,439,2,329.56,32.96,296.6,152.5
2269,2024-04-10,34,3,1,34,1,60.18,12.04,48.14,36.85
2270,2024-06-11,4,14,1,484,4,787.48,0.0,787.48,456.68
2271,2024-06-23,9,9,1,183,2,123.82,0.0,123.82,75.92
2272,2025-09-04,46,14,1,378,3,587.28,0.0,587.28,316.41
2273,2024-12-02,48,6,1,417,5,549.5,21.98,527.52,340.45
2274,2024-05-04,34,4,2,160,3,561.42,37.43,523.99,278.25
2275,2025-01-17,11,9,2,299,1,163.42,32.68,130.74,66.5
2276,2025-02-02,46,3,1,487,5,910.9,0.0,910.9,445.55
2277,2025-05-08,42,7,2,238,3,461.7,0.0,461.7,221.67
2278,2024-03-30,5,8,2,348,2,448.24,0.0,448.24,194.44
2279,2024-11-27,9,11,1,258,5,835.3,0.0,835.3,351.0
2280,2024-09-16,5,9,2,96,5,1046.9,0.0,1046.9,674.35
2281,2025-08-07,34,8,1,465,4,248.68,6.22,242.46,170.92
2282,2024-02-15,43,2,2,469,5,344.75,6.9,337.85,168.6
2283,2024-09-11,18,6,2,74,2,390.46,39.05,351.41,272.32
2284,2025-09-26,10,14,2,179,3,685.5,45.7,639.8,439.98
2285,2025-09-25,25,5,1,73,2,442.24,0.0,442.24,259.48
2286,2024-10-08,33,4,1,247,1,231.48,46.3,185.18,134.79
2287,2025-06-24,6,8,2,333,1,209.19,0.0,209.19,128.84
2288,2025-08-12,25,14,1,404,3,684.15,45.61,638.54,279.51
2289,2025-09-19,1,7,1,347,1,75.03,15.01,60.02,41.13
2290,2025-04-28,14,5,1,107,1,138.69,0.0,138.69,82.49
2291,2024-04-03,30,5,2,212,5,731.8,0.0,731.8,405.25
2292,2024-04-10,6,13,1,436,3,340.02,11.33,328.69,150.78
2293,2024-02-22,19,6,1,63,3,239.79,15.99,223.8,117.27
2294,2024-10-20,28,2,1,150,2,371.54,37.15,334.39,242.12
2295,2024-11-06,30,4,1,246,2,252.4,25.24,227.16,164.74
2296,2024-11-05,31,2,1,434,2,431.82,21.59,410.23,221.88
2297,2025-10-08,26,11,1,489,5,1238.45,0.0,1238.45,503.25
2298,2024-01-01,9,4,2,413,1,159.37,0.0,159.37,107.38
2299,2024-12-18,15,9,2,481,2,399.68,19.98,379.7,209.14
2300,2024-05-12,41,4,1,211,3,667.05,0.0,667.05,397.35
2301,2025-06-04,17,6,2,333,4,247.32,0.0,247.32,128.64
2302,2025-12-06,42,13,2,269,5,1201.45,48.06,1153.39,498.8
2303,2025-02-18,21,13,2,170,1,47.61,0.0,47.61,28.53
2304,2024-06-09,9,13,2,11,1,168.71,0.0,168.71,114.55
2305,2025-12-03,1,3,1,146,2,394.68,19.73,374.95,189.58
2306,2024-04-30,22,4,1,186,4,544.04,13.6,530.44,220.08
2307,2025-07-25,2,6,2,392,5,999.65,0.0,999.65,562.0
2308,2024-12-27,36,4,1,450,1,247.96,24.8,223.16,101.07
2309,2025-10-11,3,15,1,353,2,272.32,27.23,245.09,144.62
2310,2024-01-26,20,1,1,173,2,412.44,0.0,412.44,205.24
2311,2024-04-05,12,8,2,492,1,195.63,19.56,176.07,90.95
2312,2025-01-18,48,8,1,183,1,139.61,0.0,139.61,81.55
2313,2024-02-01,31,8,1,154,1,165.14,0.0,165.14,96.78
2314,2025-12-02,22,9,2,333,4,190.12,4.75,185.37,96.68
2315,2024-06-03,19,15,1,34,2,352.94,17.65,335.29,206.12
2316,2025-07-24,35,14,2,375,5,337.15,13.49,323.66,208.65
2317,2024-12-23,48,11,2,209,4,896.6,22.42,874.18,551.88
2318,2025-08-26,48,1,2,261,2,184.3,9.22,175.08,95.24
2319,2025-11-24,23,9,1,498,1,108.09,10.81,97.28,71.06
2320,2024-12-30,37,10,1,272,1,216.99,43.4,173.59,101.9
2321,2024-03-17,31,6,1,281,3,506.31,33.75,472.56,209.49
2322,2025-01-21,34,10,2,268,3,621.48,0.0,621.48,295.95
2323,2024-11-23,26,6,1,305,4,165.44,8.27,157.17,87.4
2324,2024-04-30,20,15,1,468,3,715.89,0.0,715.89,484.2
2325,2025-06-02,14,5,1,213,1,221.64,0.0,221.64,114.03
2326,2025-04-15,8,6,1,29,5,730.25,14.61,715.64,460.0
2327,2025-04-30,11,9,2,86,1,52.15,5.21,46.94,33.44
2328,2024-05-31,49,7,2,176,4,508.2,0.0,508.2,253.76
2329,2025-01-03,41,5,1,266,1,206.93,20.69,186.24,105.08
2330,2025-09-19,43,14,1,7,2,221.54,11.08,210.46,104.72
2331,2025-08-10,8,13,2,58,3,495.21,16.51,478.7,269.19
2332,2024-10-04,41,11,1,260,3,379.35,25.29,354.06,152.76
2333,2025-03-10,1,5,1,398,4,278.56,6.96,271.6,161.72
2334,2025-07-24,24,12,1,39,5,321.4,12.86,308.54,153.7
2335,2025-05-12,33,1,2,464,5,837.95,16.76,821.19,504.5
2336,2024-04-22,49,8,1,488,2,283.1,28.31,254.79,194.22
2337,2024-03-10,34,10,2,218,2,191.8,19.18,172.62,124.5
2338,2024-02-19,8,6,1,68,2,481.74,24.09,457.65,226.82
2339,2025-12-03,3,8,2,370,4,233.4,5.84,227.56,124.6
2340,2024-11-02,18,13,1,145,1,52.1,0.0,52.1,23.43
2341,2024-11-23,26,3,2,466,3,274.89,0.0,274.89,177.3
2342,2024-04-25,42,15,2,461,2,400.3,20.02,380.28,211.42
2343,2025-11-20,1,13,1,358,1,165.13,33.03,132.1,104.79
2344,2024-07-30,17,4,1,170,3,598.62,39.91,558.71,306.48
2345,2025-04-29,35,14,1,493,2,65.78,3.29,62.49,41.78
2346,2025-03-07,32,5,2,293,4,512.52,0.0,512.52,279.28
2347,2025-04-28,25,13,2,220,1,176.33,17.63,158.7,78.01
2348,2024-10-20,32,6,2,255,4,917.96,0.0,917.96,502.28
2349,2024-04-25,38,5,1,241,2,281.58,14.08,267.5,178.56
2350,2024-03-24,42,12,2,97,2,119.7,5.99,113.71,48.18
2351,2024-10-08,24,7,2,353,4,924.88,0.0,924.88,458.32
2352,2024-07-14,49,12,1,119,2,262.64,26.26,236.38,125.14
2353,2024-07-08,14,13,1,21,3,402.66,26.84,375.82,273.03
2354,2024-01-15,9,14,1,27,3,430.77,14.36,416.41,295.44
2355,2024-08-13,39,15,1,171,2,392.44,19.62,372.82,201.66
2356,2024-08-31,17,15,1,33,4,952.44,47.62,904.82,595.88
2357,2025-05-08,47,7,2,222,2,337.9,16.89,321.01,168.94
2358,2025-10-31,21,10,1,390,1,104.84,10.48,94.36,60.56
2359,2025-01-04,44,3,1,71,1,194.72,19.47,175.25,124.77
2360,2025-02-06,34,2,1,339,2,373.86,18.69,355.17,222.4
2361,2025-04-17,17,15,2,246,2,232.3,23.23,209.07,147.72
2362,2025-07-19,4,2,2,60,4,451.12,22.56,428.56,192.44
2363,2025-08-29,44,15,2,441,1,179.05,0.0,179.05,80.13
2364,2025-08-24,46,2,2,103,4,636.76,0.0,636.76,372.2
2365,2024-08-27,33,12,2,24,4,374.76,0.0,374.76,183.96
2366,2024-03-14,11,3,1,245,4,743.24,18.58,724.66,507.28
2367,2025-10-11,8,7,1,361,2,362.8,36.28,326.52,181.12
2368,2024-08-14,24,10,2,135,4,634.12,0.0,634.12,378.4
2369,2024-11-26,35,9,2,425,4,879.4,0.0,879.4,579.08
2370,2024-02-10,5,10,2,66,1,147.89,0.0,147.89,63.4
2371,2025-04-01,48,12,1,342,2,426.36,21.32,405.04,173.5
2372,2025-03-25,4,1,1,117,3,472.47,0.0,472.47,307.53
2373,2024-12-28,50,15,2,258,1,162.08,32.42,129.66,67.04
2374,2025-10-01,39,11,1,386,2,134.28,6.71,127.57,87.26
2375,2024-10-16,31,8,2,132,2,166.66,16.67,149.99,79.14
2376,2025-05-05,1,14,2,288,5,240.55,0.0,240.55,125.0
2377,2025-02-20,23,12,1,233,5,413.2,16.53,396.67,277.95
2378,2025-02-11,22,11,1,265,1,99.03,0.0,99.03,62.65
2379,2025-10-29,50,14,1,163,5,201.2,4.02,197.18,116.5
2380,2024-11-20,1,10,1,132,1,240.41,24.04,216.37,98.82
2381,2024-05-18,10,9,2,106,2,452.36,45.24,407.12,182.52
2382,2025-11-28,6,12,2,212,4,524.04,0.0,524.04,329.88
2383,2025-10-03,38,14,2,31,1,244.0,48.8,195.2,115.8
2384,2024-11-30,50,14,1,282,5,233.65,9.35,224.3,109.75
2385,2024-08-13,35,14,2,157,5,730.85,29.23,701.62,348.8
2386,2024-05-10,44,1,1,387,1,63.99,6.4,57.59,33.21
2387,2024-09-04,30,14,1,10,1,80.0,8.0,72.0,45.27
2388,2024-05-16,21,5,1,411,1,172.34,17.23,155.11,87.32
2389,2024-01-18,6,14,2,30,4,183.48,0.0,183.48,102.56
2390,2024-08-31,31,2,2,183,2,130.36,6.52,123.84,88.74
2391,2024-10-25,50,6,2,60,5,484.4,19.38,465.02,298.8
2392,2024-07-22,17,4,1,325,1,161.23,0.0,161.23,86.98
2393,2024-11-12,43,2,1,88,5,878.4,0.0,878.4,376.55
2394,2024-12-20,14,1,2,22,5,859.95,17.2,842.75,419.1
2395,2025-07-28,28,11,1,249,4,309.6,15.48,294.12,188.44
2396,2024-01-10,7,2,1,119,4,950.28,23.76,926.52,617.72
2397,2025-02-21,12,12,2,255,1,49.2,0.0,49.2,33.4
2398,2024-12-10,23,14,1,434,4,193.64,0.0,193.64,85.56
2399,2024-01-24,46,1,2,485,5,762.1,0.0,762.1,309.6
2400,2025-02-16,21,12,1,331,4,678.04,33.9,644.14,457.32
2401,2025-11-10,6,15,2,97,2,331.62,16.58,315.04,135.84
2402,2025-12-29,2,8,2,345,5,1023.85,0.0,1023.85,480.5
2403,2024-02-10,2,9,1,316,2,87.46,8.75,78.71,45.32
2404,2025-01-11,21,2,1,96,2,449.76,0.0,449.76,231.26
2405,2024-05-11,47,9,2,471,5,158.2,6.33,151.87,96.75
2406,2025-08-26,7,9,1,401,2,72.94,0.0,72.94,40.34
2407,2025-10-22,42,9,1,215,2,450.48,22.52,427.96,288.56
2408,2025-09-17,32,2,1,480,4,874.0,0.0,874.0,515.92
2409,2025-06-18,16,5,1,190,2,112.04,0.0,112.04,50.72
2410,2024-08-28,15,10,1,472,1,155.26,31.05,124.21,84.38
2411,2025-11-02,17,11,2,189,5,882.45,35.3,847.15,412.25
2412,2025-09-12,34,13,2,467,2,357.52,17.88,339.64,192.74
2413,2025-11-24,20,12,2,291,5,748.15,14.96,733.19,408.2
2414,2024-03-21,20,8,1,92,3,158.43,10.56,147.87,68.16
2415,2024-03-16,49,10,2,462,4,766.2,19.16,747.04,418.84
2416,2025-05-07,33,10,2,111,4,236.88,0.0,236.88,141.72
2417,2024-07-18,21,15,2,51,1,249.41,24.94,224.47,116.39
2418,2024-11-16,20,13,2,229,1,220.22,44.04,176.18,133.14
2419,2025-04-27,8,15,2,241,4,437.0,10.93,426.07,248.4
2420,2024-12-06,42,12,2,68,2,459.64,45.96,413.68,298.92
2421,2025-08-30,43,1,2,318,3,132.24,4.41,127.83,87.54
2422,2024-12-19,31,9,2,141,3,420.57,14.02,406.55,234.33
2423,2025-11-29,6,13,1,139,1,39.95,0.0,39.95,26.11
2424,2024-05-02,29,11,2,35,1,189.53,37.91,151.62,113.55
2425,2025-05-10,11,9,1,41,5,691.3,0.0,691.3,353.0
2426,2024-04-11,9,2,2,425,4,623.96,0.0,623.96,335.44
2427,2024-12-21,7,12,1,386,1,35.2,3.52,31.68,19.2
2428,2024-03-21,12,5,2,500,4,943.08,47.15,895.93,559.24
2429,2025-07-06,20,7,1,275,5,951.65,0.0,951.65,407.15
2430,2024-08-07,46,3,2,301,1,149.9,0.0,149.9,104.32
2431,2025-10-11,38,15,1,16,3,136.14,4.54,131.6,74.46
2432,2025-05-04,9,8,1,292,5,194.0,0.0,194.0,132.15
2433,2024-02-11,29,15,2,56,2,147.04,0.0,147.04,71.78
2434,2024-05-11,5,14,1,436,4,937.2,46.86,890.34,462.08
2435,2025-03-09,3,14,1,29,3,327.84,0.0,327.84,228.87
2436,2025-06-13,33,14,1,29,5,1153.7,46.15,1107.55,465.4
2437,2024-12-01,30,12,1,198,2,244.56,24.46,220.1,103.82
2438,2025-02-13,16,13,1,403,2,67.98,3.4,64.58,47.02
2439,2024-12-15,5,2,1,358,1,184.71,36.94,147.77,93.27
2440,2024-07-25,48,13,2,1,4,252.36,12.62,239.74,149.48
2441,2024-07-11,43,11,2,118,1,94.52,9.45,85.07,59.37
2442,2025-02-15,14,5,2,64,4,849.6,0.0,849.6,537.04
2443,2025-08-09,4,7,1,257,1,155.21,15.52,139.69,108.58
2444,2025-05-25,31,1,1,139,3,487.47,32.5,454.97,217.02
2445,2024-11-29,26,11,1,35,5,1054.35,0.0,1054.35,504.35
2446,2024-03-13,36,14,1,157,5,458.0,18.32,439.68,257.8
2447,2025-12-26,9,3,1,378,4,695.28,17.38,677.9,341.04
2448,2025-06-03,27,9,1,215,1,113.42,22.68,90.74,70.58
2449,2025-05-11,11,13,1,365,1,128.02,25.6,102.42,71.27
2450,2024-02-03,2,3,1,250,5,1071.3,21.43,1049.87,560.05
2451,2024-07-09,35,10,1,10,1,202.17,40.43,161.74,136.43
2452,2024-03-12,35,1,1,73,5,809.05,32.36,776.69,494.7
2453,2024-04-20,47,1,2,131,2,267.86,0.0,267.86,150.5
2454,2024-12-08,15,6,2,467,4,678.76,33.94,644.82,375.72
2455,2024-10-09,24,7,1,45,1,241.77,24.18,217.59,122.34
2456,2025-01-28,32,14,2,395,1,172.9,17.29,155.61,119.22
2457,2024-12-23,48,1,1,88,4,308.96,7.72,301.24,200.52
2458,2024-03-08,16,6,2,491,4,342.64,17.13,325.51,223.6
2459,2024-09-05,38,7,1,178,3,472.98,15.77,457.21,330.75
2460,2024-11-04,21,4,1,134,5,531.35,10.63,520.72,367.95
2461,2024-05-29,3,9,1,96,1,147.56,0.0,147.56,100.35
2462,2025-03-29,35,8,2,176,1,151.48,30.3,121.18,100.09
2463,2024-10-06,22,1,1,3,5,998.25,19.97,978.28,627.95
2464,2025-07-10,8,2,2,380,3,336.21,11.21,325.0,155.67
2465,2024-04-15,50,9,1,159,4,706.76,35.34,671.42,489.32
2466,2024-10-09,13,5,1,56,4,333.72,0.0,333.72,175.92
2467,2025-10-22,23,12,1,284,2,292.64,14.63,278.01,166.42
2468,2025-04-16,5,14,2,432,2,207.44,20.74,186.7,120.18
2469,2024-09-04,41,7,1,131,2,355.52,35.55,319.97,227.28
2470,2024-09-26,49,7,2,396,3,562.86,0.0,562.86,369.36
2471,2025-09-07,42,5,2,386,4,412.12,20.61,391.51,242.92
2472,2024-08-18,9,9,1,367,4,880.92,44.05,836.87,538.32
2473,2025-11-30,17,11,1,378,2,220.14,0.0,220.14,100.24
2474,2024-06-10,23,6,1,303,2,479.96,0.0,479.96,289.1
2475,2024-06-13,29,7,1,194,3,336.81,11.23,325.58,177.15
2476,2025-08-25,11,4,1,159,3,192.51,0.0,192.51,99.24
2477,2024-02-08,14,3,1,414,1,181.53,0.0,181.53,93.32
2478,2025-05-05,44,11,1,159,4,211.56,0.0,211.56,146.72
2479,2024-12-28,28,2,2,211,2,208.26,20.83,187.43,93.1
2480,2024-06-13,37,2,1,41,5,951.65,0.0,951.65,652.2
2481,2025-02-12,31,1,1,189,3,452.31,30.15,422.16,288.57
2482,2025-04-26,5,7,2,274,4,407.16,20.36,386.8,283.88
2483,2024-09-12,11,8,1,1,1,157.3,0.0,157.3,104.43
2484,2024-10-09,10,4,2,120,5,1147.0,45.88,1101.12,687.65
2485,2025-04-16,48,10,1,23,3,628.38,41.89,586.49,278.13
2486,2025-12-25,37,8,2,33,4,424.88,0.0,424.88,254.72
2487,2024-05-05,14,10,1,475,2,254.38,0.0,254.38,118.98
2488,2025-03-08,37,5,1,404,5,460.75,18.43,442.32,246.8
2489,2025-01-03,29,4,1,268,5,463.3,9.27,454.03,239.65
2490,2024-02-08,31,4,2,274,3,320.37,10.68,309.69,187.38
2491,2025-06-26,39,13,2,16,2,213.24,21.32,191.92,103.82
2492,2024-12-09,42,7,2,179,5,259.85,0.0,259.85,140.0
2493,2025-06-17,33,11,1,488,1,58.58,0.0,58.58,24.39
2494,2025-06-16,46,15,2,217,3,722.1,24.07,698.03,475.44
2495,2025-12-04,29,10,2,164,2,489.84,48.98,440.86,213.7
2496,2024-11-25,18,2,1,50,4,379.84,0.0,379.84,234.0
2497,2025-08-29,19,4,2,246,4,827.92,41.4,786.52,429.44
2498,2025-03-14,42,15,2,96,5,984.1,19.68,964.42,498.05
2499,2025-12-12,26,13,1,447,1,159.36,15.94,143.42,68.98
2500,2025-11-22,9,12,2,137,1,62.48,12.5,49.98,40.81
2501,2025-08-30,4,15,2,135,5,630.95,25.24,605.71,327.4
2502,2024-09-18,18,12,2,252,4,952.76,23.82,928.94,658.08
2503,2024-06-19,13,5,2,294,1,88.21,0.0,88.21,45.07
2504,2025-07-22,47,11,2,404,5,609.05,12.18,596.87,277.2
2505,2024-05-09,23,6,2,432,5,747.85,0.0,747.85,374.55
2506,2024-11-17,47,6,1,443,3,469.95,31.33,438.62,259.44
2507,2025-06-04,49,1,1,364,3,491.19,16.37,474.82,248.55
2508,2024-04-23,17,15,2,485,3,312.45,20.83,291.62,169.17
2509,2024-12-18,14,4,1,99,3,578.43,0.0,578.43,403.44
2510,2025-07-15,38,11,1,157,2,468.34,46.83,421.51,269.84
2511,2025-03-23,8,7,1,213,1,53.99,5.4,48.59,33.88
2512,2025-05-27,16,11,2,75,3,131.52,4.38,127.14,54.15
2513,2024-02-14,47,1,1,117,3,201.66,6.72,194.94,109.29
2514,2024-02-10,20,12,1,74,2,299.06,14.95,284.11,167.18
2515,2024-02-04,1,11,1,337,1,152.86,0.0,152.86,90.49
2516,2024-10-02,44,7,1,306,1,245.43,0.0,245.43,162.85
2517,2025-08-30,22,14,1,10,5,949.2,37.97,911.23,413.15
2518,2025-03-01,4,14,2,388,4,525.36,13.13,512.23,341.8
2519,2025-05-10,43,1,2,36,1,89.93,17.99,71.94,57.17
2520,2025-10-26,18,5,2,333,2,236.48,0.0,236.48,152.04
2521,2024-02-20,25,4,2,242,2,294.62,29.46,265.16,166.76
2522,2025-08-26,2,9,2,489,4,492.04,24.6,467.44,291.4
2523,2025-03-15,16,4,2,285,1,108.99,0.0,108.99,56.26
2524,2024-03-09,39,6,2,420,2,66.1,6.61,59.49,35.94
2525,2025-03-14,20,2,1,44,4,557.16,0.0,557.16,384.48
2526,2025-09-23,45,13,2,15,5,945.5,18.91,926.59,419.6
2527,2024-06-26,50,13,1,174,5,1003.15,40.13,963.02,524.35
2528,2024-12-13,9,9,1,257,5,1036.7,0.0,1036.7,610.4
2529,2024-12-04,13,3,2,107,2,495.26,49.53,445.73,215.56
2530,2024-03-18,15,4,2,175,4,263.8,6.6,257.2,181.84
2531,2025-06-23,42,12,1,204,5,896.0,17.92,878.08,429.5
2532,2024-07-07,21,9,1,48,1,105.41,0.0,105.41,61.82
2533,2025-08-26,48,6,2,51,1,211.37,21.14,190.23,142.82
2534,2024-01-26,23,3,2,326,1,223.67,0.0,223.67,91.84
2535,2025-04-19,12,14,1,134,3,202.5,6.75,195.75,88.08
2536,2024-06-22,2,3,1,189,3,183.0,12.2,170.8,112.59
2537,2024-10-19,18,3,2,469,2,484.1,24.21,459.89,269.98
2538,2024-10-31,17,15,2,248,3,447.81,0.0,447.81,210.12
2539,2024-12-20,2,10,1,285,2,133.54,6.68,126.86,57.86
2540,2024-09-19,46,1,1,233,3,162.6,5.42,157.18,107.52
2541,2024-03-02,29,15,2,44,3,524.19,0.0,524.19,245.19
2542,2024-08-02,4,11,2,263,3,517.47,34.5,482.97,213.84
2543,2025-12-04,28,7,1,496,2,383.58,19.18,364.4,257.7
2544,2024-12-22,17,8,1,27,2,137.82,13.78,124.04,78.64
2545,2025-10-29,9,10,1,401,3,130.02,8.67,121.35,67.56
2546,2024-02-22,11,6,2,119,4,169.68,8.48,161.2,102.36
2547,2025-04-16,50,8,2,425,2,194.86,0.0,194.86,113.5
2548,2024-11-15,42,12,1,347,3,205.5,13.7,191.8,84.78
2549,2025-03-03,24,11,2,281,1,47.08,4.71,42.37,28.39
2550,2024-04-06,50,13,1,215,2,469.96,23.5,446.46,192.82
2551,2025-02-04,3,11,1,101,4,564.36,0.0,564.36,359.44
2552,2025-11-13,33,12,1,280,3,705.21,47.01,658.2,456.15
2553,2024-02-02,39,5,2,98,4,221.6,5.54,216.06,134.44
2554,2024-10-30,28,15,2,40,3,334.38,22.29,312.09,232.05
2555,2025-06-12,4,1,2,434,4,889.28,44.46,844.82,458.2
2556,2025-02-07,23,14,1,94,3,454.08,15.14,438.94,223.89
2557,2024-10-21,38,8,1,348,4,966.2,24.16,942.04,465.2
2558,2024-11-30,2,8,1,122,1,163.62,16.36,147.26,108.31
2559,2025-02-19,5,3,2,476,4,231.16,5.78,225.38,123.72
2560,2024-10-30,22,12,2,46,1,196.32,39.26,157.06,127.96
2561,2025-01-02,4,7,2,26,5,249.6,4.99,244.61,128.95
2562,2024-11-14,23,13,1,332,2,86.16,4.31,81.85,59.36
2563,2024-04-22,45,10,2,253,2,164.0,0.0,164.0,94.26
2564,2024-12-22,45,5,1,330,2,425.24,21.26,403.98,294.32
2565,2025-05-29,1,4,1,42,4,161.16,0.0,161.16,84.28
2566,2024-02-15,23,4,1,126,4,347.96,8.7,339.26,210.96
2567,2025-05-06,24,2,2,112,3,133.71,0.0,133.71,72.6
2568,2024-02-05,32,3,2,152,3,108.48,3.62,104.86,56.01
2569,2024-10-04,11,1,2,186,1,194.65,0.0,194.65,92.6
2570,2024-07-29,30,10,2,371,3,387.03,12.9,374.13,157.17
2571,2024-04-30,2,7,2,372,3,399.03,13.3,385.73,195.51
2572,2024-03-30,15,5,1,142,5,866.2,17.32,848.88,558.4
2573,2025-07-24,44,6,2,262,2,115.74,11.57,104.17,52.38
2574,2025-10-27,43,2,1,73,2,413.12,41.31,371.81,236.98
2575,2025-08-07,42,9,2,271,2,100.22,10.02,90.2,54.46
2576,2025-01-15,40,12,1,302,3,526.71,17.56,509.15,220.11
2577,2025-10-22,29,10,1,10,2,379.44,18.97,360.47,237.5
2578,2025-12-03,10,14,1,478,3,372.27,24.82,347.45,258.93
2579,2024-08-31,3,5,1,500,5,807.85,0.0,807.85,436.45
2580,2024-06-18,10,10,1,311,3,143.52,4.78,138.74,59.73
2581,2024-07-17,43,13,2,109,3,131.7,4.39,127.31,92.01
2582,2024-01-04,49,10,1,52,2,282.46,0.0,282.46,119.26
2583,2024-10-05,15,4,2,283,2,249.4,24.94,224.46,111.04
2584,2025-09-21,21,5,2,344,3,685.11,22.84,662.27,430.62
2585,2025-05-16,32,13,1,222,1,76.78,0.0,76.78,47.99
2586,2024-10-25,44,14,2,20,4,773.84,0.0,773.84,389.2
2587,2024-11-06,34,12,1,78,3,670.71,0.0,670.71,374.52
2588,2025-12-06,41,4,1,204,2,351.54,0.0,351.54,164.04
2589,2024-07-10,49,12,1,214,1,138.04,13.8,124.24,90.4
2590,2025-03-03,34,13,2,344,1,138.23,0.0,138.23,59.46
2591,2025-12-26,47,4,2,110,2,250.74,0.0,250.74,115.24
2592,2024-05-14,41,3,1,267,4,682.24,17.06,665.18,362.32
2593,2025-01-28,23,6,1,300,1,32.02,3.2,28.82,18.88
2594,2025-11-16,22,3,2,320,3,154.38,0.0,154.38,85.53
2595,2024-11-08,25,7,2,139,1,248.02,24.8,223.22,165.24
2596,2025-06-02,25,4,2,89,4,441.72,11.04,430.68,208.04
2597,2025-09-22,31,1,1,43,3,334.95,11.17,323.78,197.61
2598,2024-11-01,46,2,2,176,2,473.02,47.3,425.72,192.34
2599,2025-08-07,9,5,1,320,1,219.24,43.85,175.39,149.12
2600,2025-07-31,17,5,1,191,5,836.4,16.73,819.67,350.3
2601,2024-04-01,3,6,2,392,1,96.69,0.0,96.69,65.95
2602,2024-11-16,5,9,2,182,1,138.51,27.7,110.81,90.16
2603,2024-10-07,1,3,2,255,1,194.32,19.43,174.89,84.57
2604,2025-09-15,30,4,1,496,2,248.86,0.0,248.86,149.56
2605,2025-08-27,40,5,1,217,1,71.52,0.0,71.52,41.22
2606,2024-03-09,32,12,2,263,1,42.84,8.57,34.27,21.69
2607,2024-11-30,2,2,2,56,1,114.01,22.8,91.21,50.84
2608,2025-06-17,42,13,2,259,2,304.6,30.46,274.14,187.9
2609,2024-12-15,2,6,1,352,4,887.56,44.38,843.18,555.92
2610,2024-04-07,20,15,2,480,2,100.04,0.0,100.04,42.96
2611,2024-06-10,39,12,1,74,4,679.4,33.97,645.43,424.4
2612,2025-05-22,11,5,2,187,3,537.75,0.0,537.75,296.07
2613,2024-02-26,21,13,1,351,1,246.31,49.26,197.05,136.71
2614,2024-02-20,20,11,2,61,4,635.48,31.77,603.71,415.96
2615,2025-02-01,48,15,1,298,5,1186.75,0.0,1186.75,523.2
2616,2024-07-01,40,15,2,372,1,207.36,41.47,165.89,137.32
2617,2024-12-07,36,10,2,451,1,146.78,0.0,146.78,64.79
2618,2025-11-19,37,8,2,24,1,86.61,0.0,86.61,46.14
2619,2025-07-23,18,10,2,249,2,232.66,11.63,221.03,110.36
2620,2024-05-18,38,15,2,292,4,241.92,12.1,229.82,139.84
2621,2025-01-27,37,10,1,274,3,344.73,0.0,344.73,238.29
2622,2024-01-07,21,11,1,367,2,435.64,43.56,392.08,279.28
2623,2024-01-24,31,1,1,406,4,556.92,13.92,543.0,345.44
2624,2024-07-19,35,15,1,118,1,238.97,23.9,215.07,156.36
2625,2025-08-26,16,14,1,77,3,583.05,38.87,544.18,376.68
2626,2024-10-18,15,10,2,273,3,306.39,0.0,306.39,135.54
2627,2024-07-19,18,11,1,61,2,475.74,0.0,475.74,305.14
2628,2024-01-16,31,15,2,137,2,71.46,7.15,64.31,34.02
2629,2024-11-10,37,9,2,25,5,520.7,0.0,520.7,252.75
2630,2024-07-23,16,12,1,417,1,178.66,0.0,178.66,122.38
2631,2025-09-27,8,4,1,220,3,388.29,12.94,375.35,235.44
2632,2025-07-03,8,9,1,18,2,156.4,15.64,140.76,101.9
2633,2025-03-05,31,6,1,261,4,152.16,0.0,152.16,77.84
2634,2024-04-13,13,15,2,374,1,34.17,6.83,27.34,20.12
2635,2025-03-15,22,11,1,160,1,239.77,0.0,239.77,124.04
2636,2024-08-01,28,15,1,56,5,911.25,0.0,911.25,502.65
2637,2024-02-25,22,4,2,348,2,199.08,19.91,179.17,95.6
2638,2024-12-21,20,11,1,359,2,141.48,14.15,127.33,70.0
2639,2024-01-25,1,5,2,482,2,364.56,18.23,346.33,150.38
2640,2024-09-21,39,7,1,42,3,559.71,18.66,541.05,340.98
