sale_id,product_id,store_id,customer_id,channel_id,sale_date,year,month,month_name,quarter,season,is_weekend,product_name,brand,category,subcategory,store_name,region,state,city,gender,age_group,loyalty_flag,channel_name,quantity,gross_revenue,discount_value,net_revenue,cost,profit
514,9,13,320,2,2025-10-28,2025,10,October,4,Regular,0,"Produto 9","O BoticÃ¡rio",Maquiagem,"PÃ³ Facial","Loja 13",Sudeste,SP,"SÃ£o Paulo",M,"NÃ£o Informado",True,E-commerce,1,184.00,0.00,184.00,76.00,108.01
515,46,9,36,1,2025-08-09,2025,8,August,3,Regular,1,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 9",Sul,PR,Curitiba,M,"NÃ£o Informado",True,"Loja FÃ­sica",5,435.00,17.00,417.00,263.00,153.90
516,18,6,NULL,2,2024-05-10,2024,5,May,2,"Dia das MÃ£es",0,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,E-commerce,2,425.00,21.00,403.00,258.00,145.70
517,44,2,234,1,2024-05-26,2024,5,May,2,"Dia das MÃ£es",1,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 2",Nordeste,SE,Aracaju,F,"NÃ£o Informado",False,"Loja FÃ­sica",4,962.00,48.00,913.00,388.00,525.22
518,4,5,NULL,2,2024-02-29,2024,2,February,1,Regular,0,"Produto 4",Eudora,Perfume,Gourmand,"Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,2,85.00,8.00,76.00,46.00,30.20
519,25,14,110,1,2025-04-23,2025,4,April,2,Regular,0,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 14",Sul,RS,"Porto Alegre",F,"NÃ£o Informado",False,"Loja FÃ­sica",4,276.00,6.00,269.00,126.00,143.52
520,30,7,364,1,2025-01-30,2025,1,January,1,Regular,0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 7",Sul,RS,"Porto Alegre",F,18-25,True,"Loja FÃ­sica",4,382.00,9.00,372.00,228.00,144.41
521,49,10,NULL,2,2024-05-03,2024,5,May,2,"Dia das MÃ£es",0,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,2,434.00,0.00,434.00,228.00,206.34
522,35,9,451,2,2025-12-02,2025,12,December,4,Natal,0,"Produto 35",Eudora,Perfume,"NÃ£o Classificado","Loja 9",Sul,PR,Curitiba,M,26-35,False,E-commerce,3,620.00,41.00,579.00,395.00,184.09
523,39,3,298,1,2025-06-19,2025,6,June,2,"Dia dos Namorados",0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 3",Sul,MS,"Campo Grande",F,18-25,False,"Loja FÃ­sica",4,751.00,37.00,713.00,321.00,392.10
524,40,15,438,2,2024-02-02,2024,2,February,1,Regular,0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 15",Nordeste,PE,Recife,F,18-25,False,E-commerce,1,94.00,18.00,75.00,41.00,34.29
525,30,13,NULL,2,2024-02-09,2024,2,February,1,Regular,0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 13",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,3,307.00,0.00,307.00,171.00,136.02
526,33,13,364,1,2024-06-01,2024,6,June,2,"Dia dos Namorados",1,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 13",Sudeste,SP,"SÃ£o Paulo",F,18-25,True,"Loja FÃ­sica",3,730.00,48.00,681.00,309.00,371.68
527,39,10,244,2,2025-02-26,2025,2,February,1,Regular,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 10",Nordeste,CE,Fortaleza,F,26-35,True,E-commerce,5,341.00,0.00,341.00,190.00,151.00
528,37,14,240,1,2024-05-03,2024,5,May,2,"Dia das MÃ£es",0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 14",Sul,RS,"Porto Alegre",F,18-25,False,"Loja FÃ­sica",4,720.00,36.00,684.00,472.00,211.89
529,17,14,83,2,2025-05-08,2025,5,May,2,"Dia das MÃ£es",0,"Produto 17","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 14",Sul,RS,"Porto Alegre",F,"NÃ£o Informado",True,E-commerce,2,148.00,7.00,140.00,64.00,76.00
530,11,5,100,1,2025-08-04,2025,8,August,3,Regular,0,"Produto 11",Eudora,Maquiagem,Olhos,"Loja 5",Sudeste,SP,"SÃ£o Paulo",M,26-35,True,"Loja FÃ­sica",2,156.00,0.00,156.00,106.00,50.00
531,48,11,246,1,2025-05-21,2025,5,May,2,"Dia das MÃ£es",0,"Produto 48","Quem Disse Berenice",Perfume,Floral,"Loja 11",Nordeste,CE,Fortaleza,M,18-25,False,"Loja FÃ­sica",1,123.00,0.00,123.00,79.00,43.95
532,5,10,NULL,1,2024-10-18,2024,10,October,4,Regular,0,"Produto 5","Quem Disse Berenice",Perfume,Gourmand,"Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,"Loja FÃ­sica",1,40.00,0.00,40.00,19.00,21.60
533,36,5,NULL,1,2025-06-02,2025,6,June,2,"Dia dos Namorados",0,"Produto 36","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",2,440.00,44.00,396.00,193.00,202.76
534,5,6,8,2,2025-08-24,2025,8,August,3,Regular,1,"Produto 5","Quem Disse Berenice",Perfume,Gourmand,"Loja 6",Sudeste,MG,"Belo Horizonte",M,26-35,False,E-commerce,4,468.00,11.00,456.00,228.00,227.89
535,31,9,182,1,2025-10-27,2025,10,October,4,Regular,0,"Produto 31",Eudora,Maquiagem,Batom,"Loja 9",Sul,PR,Curitiba,F,18-25,False,"Loja FÃ­sica",3,348.00,11.00,337.00,206.00,130.49
536,30,9,NULL,1,2024-09-22,2024,9,September,3,Regular,1,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 9",Sul,PR,Curitiba,NULL,NULL,NULL,"Loja FÃ­sica",5,458.00,18.00,440.00,201.00,238.95
537,40,3,409,2,2025-01-03,2025,1,January,1,Regular,0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 3",Sul,MS,"Campo Grande",F,50+,False,E-commerce,5,193.00,7.00,186.00,99.00,86.29
538,49,14,392,2,2024-09-02,2024,9,September,3,Regular,0,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 14",Sul,RS,"Porto Alegre",F,50+,False,E-commerce,3,269.00,0.00,269.00,174.00,95.22
539,43,10,NULL,2,2024-12-15,2024,12,December,4,Natal,1,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,3,423.00,0.00,423.00,261.00,161.94
540,37,3,NULL,1,2024-09-26,2024,9,September,3,Regular,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 3",Sul,MS,"Campo Grande",NULL,NULL,NULL,"Loja FÃ­sica",5,284.00,11.00,272.00,188.00,84.48
541,18,5,NULL,2,2025-06-15,2025,6,June,2,"Dia dos Namorados",1,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,1,61.00,6.00,55.00,24.00,30.86
542,23,4,23,2,2025-05-02,2025,5,May,2,"Dia das MÃ£es",0,"Produto 23",Eudora,Maquiagem,Olhos,"Loja 4",Sul,PR,Curitiba,F,"NÃ£o Informado",True,E-commerce,4,299.00,14.00,284.00,144.00,140.04
543,38,9,NULL,1,2025-02-23,2025,2,February,1,Regular,1,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 9",Sul,PR,Curitiba,NULL,NULL,NULL,"Loja FÃ­sica",2,186.00,9.00,177.00,83.00,94.19
544,12,10,304,2,2024-09-02,2024,9,September,3,Regular,0,"Produto 12",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 10",Nordeste,CE,Fortaleza,F,50+,False,E-commerce,3,635.00,0.00,635.00,272.00,363.12
545,32,10,232,2,2024-07-30,2024,7,July,3,Regular,0,"Produto 32",Eudora,Maquiagem,Base,"Loja 10",Nordeste,CE,Fortaleza,M,50+,True,E-commerce,3,490.00,0.00,490.00,197.00,292.50
546,31,2,353,1,2025-04-24,2025,4,April,2,Regular,0,"Produto 31",Eudora,Maquiagem,Batom,"Loja 2",Nordeste,SE,Aracaju,F,50+,True,"Loja FÃ­sica",3,105.00,7.00,98.00,46.00,52.15
547,42,12,481,2,2025-03-29,2025,3,March,1,"Dia da Mulher",1,"Produto 42","O BoticÃ¡rio",Perfume,"NÃ£o Classificado","Loja 12",Nordeste,BA,Salvador,M,26-35,True,E-commerce,1,184.00,36.00,147.00,117.00,30.23
548,15,3,60,2,2024-01-12,2024,1,January,1,Regular,0,"Produto 15",Eudora,Perfume,Amadeirado,"Loja 3",Sul,MS,"Campo Grande",F,"NÃ£o Informado",True,E-commerce,4,538.00,26.00,511.00,216.00,295.05
549,43,10,412,2,2025-07-20,2025,7,July,3,Regular,1,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 10",Nordeste,CE,Fortaleza,F,"NÃ£o Informado",False,E-commerce,2,233.00,23.00,209.00,114.00,95.68
550,30,3,NULL,1,2024-12-09,2024,12,December,4,Natal,0,"Produto 30","O BoticÃ¡rio",Maquiagem,Corretivo,"Loja 3",Sul,MS,"Campo Grande",NULL,NULL,NULL,"Loja FÃ­sica",4,786.00,39.00,747.00,369.00,377.99
551,6,9,259,1,2024-11-01,2024,11,November,4,"Black Friday",0,"Produto 6",Eudora,Perfume,Floral,"Loja 9",Sul,PR,Curitiba,F,50+,False,"Loja FÃ­sica",2,251.00,12.00,239.00,161.00,77.48
552,49,2,342,1,2024-08-22,2024,8,August,3,Regular,0,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 2",Nordeste,SE,Aracaju,M,18-25,True,"Loja FÃ­sica",2,311.00,15.00,296.00,129.00,166.81
553,39,14,NULL,1,2024-08-29,2024,8,August,3,Regular,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 14",Sul,RS,"Porto Alegre",NULL,NULL,NULL,"Loja FÃ­sica",2,170.00,0.00,170.00,106.00,64.42
554,48,14,165,1,2024-02-04,2024,2,February,1,Regular,1,"Produto 48","Quem Disse Berenice",Perfume,Floral,"Loja 14",Sul,RS,"Porto Alegre",F,26-35,False,"Loja FÃ­sica",5,1122.00,44.00,1077.00,542.00,534.52
555,47,3,476,2,2024-01-19,2024,1,January,1,Regular,0,"Produto 47","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 3",Sul,MS,"Campo Grande",F,26-35,False,E-commerce,1,223.00,0.00,223.00,155.00,67.42
556,27,11,204,2,2025-01-24,2025,1,January,1,Regular,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 11",Nordeste,CE,Fortaleza,F,26-35,True,E-commerce,1,90.00,9.00,81.00,37.00,43.56
557,26,5,NULL,2,2024-07-14,2024,7,July,3,Regular,1,"Produto 26","Quem Disse Berenice",Skincare,"ProteÃ§Ã£o Solar","Loja 5",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,E-commerce,2,106.00,10.00,95.00,67.00,28.41
558,32,11,462,1,2025-09-10,2025,9,September,3,Regular,0,"Produto 32",Eudora,Maquiagem,Base,"Loja 11",Nordeste,CE,Fortaleza,F,50+,False,"Loja FÃ­sica",1,224.00,22.00,201.00,121.00,79.96
559,32,6,213,2,2024-02-06,2024,2,February,1,Regular,0,"Produto 32",Eudora,Maquiagem,Base,"Loja 6",Sudeste,MG,"Belo Horizonte",F,18-25,False,E-commerce,4,540.00,13.00,526.00,325.00,201.46
560,15,10,NULL,1,2025-10-05,2025,10,October,4,Regular,1,"Produto 15",Eudora,Perfume,Amadeirado,"Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,"Loja FÃ­sica",5,348.00,0.00,348.00,194.00,154.15
561,48,1,411,1,2024-02-21,2024,2,February,1,Regular,0,"Produto 48","Quem Disse Berenice",Perfume,Floral,"Loja 1",Nordeste,PE,Recife,F,18-25,True,"Loja FÃ­sica",3,592.00,0.00,592.00,259.00,332.85
562,12,11,445,2,2025-10-06,2025,10,October,4,Regular,0,"Produto 12",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 11",Nordeste,CE,Fortaleza,F,18-25,False,E-commerce,3,511.00,34.00,477.00,230.00,246.36
563,1,4,398,2,2025-10-02,2025,10,October,4,Regular,0,"Produto 1",Eudora,Skincare,"Tratamento Facial","Loja 4",Sul,PR,Curitiba,F,50+,True,E-commerce,5,1125.00,22.00,1103.00,552.00,550.83
564,13,1,NULL,1,2024-05-31,2024,5,May,2,"Dia das MÃ£es",0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 1",Nordeste,PE,Recife,NULL,NULL,NULL,"Loja FÃ­sica",3,164.00,5.00,159.00,93.00,65.61
565,38,9,308,1,2024-07-06,2024,7,July,3,Regular,1,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 9",Sul,PR,Curitiba,M,26-35,False,"Loja FÃ­sica",2,67.00,0.00,67.00,35.00,32.02
566,26,11,404,1,2025-06-16,2025,6,June,2,"Dia dos Namorados",0,"Produto 26","Quem Disse Berenice",Skincare,"ProteÃ§Ã£o Solar","Loja 11",Nordeste,CE,Fortaleza,F,"NÃ£o Informado",False,"Loja FÃ­sica",5,173.00,6.00,166.00,79.00,87.94
567,37,1,246,2,2024-04-03,2024,4,April,2,Regular,0,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 1",Nordeste,PE,Recife,M,18-25,False,E-commerce,5,1046.00,0.00,1046.00,529.00,516.80
568,29,15,213,1,2025-02-13,2025,2,February,1,Regular,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 15",Nordeste,PE,Recife,F,18-25,False,"Loja FÃ­sica",3,414.00,27.00,386.00,170.00,216.03
569,16,7,NULL,2,2024-02-21,2024,2,February,1,Regular,0,"Produto 16","O BoticÃ¡rio",Maquiagem,Batom,"Loja 7",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,4,345.00,17.00,328.00,166.00,161.56
570,27,13,167,2,2025-10-15,2025,10,October,4,Regular,0,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 13",Sudeste,SP,"SÃ£o Paulo",F,18-25,False,E-commerce,3,119.00,7.00,111.00,57.00,53.88
571,44,9,298,2,2024-05-10,2024,5,May,2,"Dia das MÃ£es",0,"Produto 44","O BoticÃ¡rio",Maquiagem,Olhos,"Loja 9",Sul,PR,Curitiba,F,18-25,False,E-commerce,4,857.00,42.00,814.00,423.00,391.45
572,45,11,499,2,2025-08-20,2025,8,August,3,Regular,0,"Produto 45","O BoticÃ¡rio",Maquiagem,Base,"Loja 11",Nordeste,CE,Fortaleza,M,"NÃ£o Informado",True,E-commerce,2,104.00,0.00,104.00,42.00,61.64
573,41,12,NULL,1,2025-10-01,2025,10,October,4,Regular,0,"Produto 41","Quem Disse Berenice",Skincare,Limpeza,"Loja 12",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",1,41.00,4.00,36.00,20.00,16.55
574,25,9,NULL,2,2024-02-09,2024,2,February,1,Regular,0,"Produto 25",Eudora,Maquiagem,"PÃ³ Facial","Loja 9",Sul,PR,Curitiba,NULL,NULL,NULL,E-commerce,3,416.00,13.00,402.00,278.00,123.56
575,50,3,320,2,2025-11-18,2025,11,November,4,"Black Friday",0,"Produto 50","Quem Disse Berenice",Skincare,HidrataÃ§Ã£o,"Loja 3",Sul,MS,"Campo Grande",M,"NÃ£o Informado",True,E-commerce,2,220.00,11.00,209.00,153.00,55.48
576,7,15,NULL,2,2025-07-24,2025,7,July,3,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 15",Nordeste,PE,Recife,NULL,NULL,NULL,E-commerce,2,492.00,24.00,467.00,235.00,232.09
577,27,10,298,1,2024-11-17,2024,11,November,4,"Black Friday",1,"Produto 27","O BoticÃ¡rio",Perfume,Oriental,"Loja 10",Nordeste,CE,Fortaleza,F,18-25,False,"Loja FÃ­sica",4,601.00,0.00,601.00,288.00,313.08
578,46,8,NULL,2,2024-03-24,2024,3,March,1,"Dia da Mulher",1,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,4,205.00,5.00,200.00,105.00,95.30
579,21,1,191,2,2024-10-25,2024,10,October,4,Regular,0,"Produto 21",Eudora,Maquiagem,"NÃ£o Classificado","Loja 1",Nordeste,PE,Recife,F,"NÃ£o Informado",True,E-commerce,2,482.00,0.00,482.00,244.00,238.18
580,26,8,NULL,1,2024-06-28,2024,6,June,2,"Dia dos Namorados",0,"Produto 26","Quem Disse Berenice",Skincare,"ProteÃ§Ã£o Solar","Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",3,480.00,32.00,448.00,331.00,116.75
581,13,12,120,1,2024-09-04,2024,9,September,3,Regular,0,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 12",Nordeste,BA,Salvador,M,26-35,True,"Loja FÃ­sica",5,986.00,39.00,947.00,479.00,467.68
582,11,11,474,2,2025-07-30,2025,7,July,3,Regular,0,"Produto 11",Eudora,Maquiagem,Olhos,"Loja 11",Nordeste,CE,Fortaleza,M,26-35,False,E-commerce,3,741.00,0.00,741.00,421.00,320.40
583,29,7,NULL,2,2024-08-07,2024,8,August,3,Regular,0,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 7",Sul,RS,"Porto Alegre",NULL,NULL,NULL,E-commerce,2,352.00,0.00,352.00,151.00,200.90
584,45,13,25,1,2025-07-06,2025,7,July,3,Regular,1,"Produto 45","O BoticÃ¡rio",Maquiagem,Base,"Loja 13",Sudeste,SP,"SÃ£o Paulo",M,"NÃ£o Informado",True,"Loja FÃ­sica",3,433.00,28.00,404.00,256.00,147.85
585,39,6,4,2,2024-04-05,2024,4,April,2,Regular,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 6",Sudeste,MG,"Belo Horizonte",F,50+,True,E-commerce,4,639.00,0.00,639.00,289.00,349.44
586,38,3,304,2,2025-02-05,2025,2,February,1,Regular,0,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 3",Sul,MS,"Campo Grande",F,50+,False,E-commerce,5,295.00,0.00,295.00,187.00,107.80
587,40,8,279,2,2025-06-04,2025,6,June,2,"Dia dos Namorados",0,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 8",Nordeste,BA,Salvador,F,"NÃ£o Informado",False,E-commerce,2,303.00,0.00,303.00,145.00,158.86
588,26,12,277,1,2024-04-02,2024,4,April,2,Regular,0,"Produto 26","Quem Disse Berenice",Skincare,"ProteÃ§Ã£o Solar","Loja 12",Nordeste,BA,Salvador,M,"NÃ£o Informado",False,"Loja FÃ­sica",2,112.00,11.00,101.00,66.00,34.70
589,49,10,NULL,2,2024-04-21,2024,4,April,2,Regular,1,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 10",Nordeste,CE,Fortaleza,NULL,NULL,NULL,E-commerce,1,226.00,0.00,226.00,149.00,77.11
590,39,2,165,1,2024-08-28,2024,8,August,3,Regular,0,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 2",Nordeste,SE,Aracaju,F,26-35,False,"Loja FÃ­sica",4,874.00,21.00,852.00,477.00,375.53
591,8,3,408,2,2024-02-10,2024,2,February,1,Regular,1,"Produto 8",Eudora,Perfume,Gourmand,"Loja 3",Sul,MS,"Campo Grande",M,18-25,True,E-commerce,4,989.00,49.00,939.00,617.00,321.90
592,13,7,328,2,2025-09-07,2025,9,September,3,Regular,1,"Produto 13","Quem Disse Berenice",Perfume,Gourmand,"Loja 7",Sul,RS,"Porto Alegre",M,50+,False,E-commerce,3,221.00,0.00,221.00,125.00,96.33
593,34,9,19,1,2025-06-07,2025,6,June,2,"Dia dos Namorados",1,"Produto 34","O BoticÃ¡rio",Perfume,Oriental,"Loja 9",Sul,PR,Curitiba,M,50+,True,"Loja FÃ­sica",2,190.00,9.00,181.00,81.00,99.23
594,39,1,NULL,2,2025-07-13,2025,7,July,3,Regular,1,"Produto 39","O BoticÃ¡rio",Skincare,Limpeza,"Loja 1",Nordeste,PE,Recife,NULL,NULL,NULL,E-commerce,1,174.00,34.00,139.00,91.00,48.75
595,18,3,298,1,2024-05-05,2024,5,May,2,"Dia das MÃ£es",1,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 3",Sul,MS,"Campo Grande",F,18-25,False,"Loja FÃ­sica",3,378.00,25.00,353.00,196.00,156.75
596,41,9,153,2,2024-02-03,2024,2,February,1,Regular,1,"Produto 41","Quem Disse Berenice",Skincare,Limpeza,"Loja 9",Sul,PR,Curitiba,F,18-25,True,E-commerce,1,57.00,11.00,45.00,25.00,20.63
597,43,6,NULL,2,2025-08-03,2025,8,August,3,Regular,1,"Produto 43","O BoticÃ¡rio",Perfume,Gourmand,"Loja 6",Sudeste,MG,"Belo Horizonte",NULL,NULL,NULL,E-commerce,1,38.00,3.00,34.00,24.00,10.56
598,11,8,399,1,2024-01-30,2024,1,January,1,Regular,0,"Produto 11",Eudora,Maquiagem,Olhos,"Loja 8",Nordeste,BA,Salvador,M,50+,False,"Loja FÃ­sica",5,692.00,13.00,678.00,348.00,330.09
599,40,13,323,1,2024-02-03,2024,2,February,1,Regular,1,"Produto 40","O BoticÃ¡rio",Skincare,Anti-Idade,"Loja 13",Sudeste,SP,"SÃ£o Paulo",M,26-35,True,"Loja FÃ­sica",2,385.00,0.00,385.00,158.00,226.58
600,24,11,60,2,2025-08-26,2025,8,August,3,Regular,0,"Produto 24",Eudora,Skincare,Anti-Idade,"Loja 11",Nordeste,CE,Fortaleza,F,"NÃ£o Informado",True,E-commerce,2,314.00,0.00,314.00,140.00,174.26
601,7,12,482,1,2024-02-12,2024,2,February,1,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 12",Nordeste,BA,Salvador,F,18-25,False,"Loja FÃ­sica",2,429.00,21.00,407.00,291.00,116.21
602,29,9,264,1,2024-12-21,2024,12,December,4,Natal,1,"Produto 29","Quem Disse Berenice",Skincare,"Tratamento Facial","Loja 9",Sul,PR,Curitiba,M,"NÃ£o Informado",True,"Loja FÃ­sica",4,963.00,0.00,963.00,613.00,350.00
603,45,8,NULL,2,2025-04-25,2025,4,April,2,Regular,0,"Produto 45","O BoticÃ¡rio",Maquiagem,Base,"Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,3,581.00,0.00,581.00,396.00,184.56
604,10,14,226,1,2025-04-17,2025,4,April,2,Regular,0,"Produto 10",Eudora,Maquiagem,Batom,"Loja 14",Sul,RS,"Porto Alegre",M,50+,True,"Loja FÃ­sica",3,464.00,0.00,464.00,323.00,140.70
605,18,14,218,2,2024-05-10,2024,5,May,2,"Dia das MÃ£es",0,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 14",Sul,RS,"Porto Alegre",F,50+,True,E-commerce,3,229.00,0.00,229.00,149.00,79.83
606,14,2,424,1,2025-08-20,2025,8,August,3,Regular,0,"Produto 14","O BoticÃ¡rio",Maquiagem,"NÃ£o Classificado","Loja 2",Nordeste,SE,Aracaju,M,18-25,True,"Loja FÃ­sica",2,397.00,0.00,397.00,185.00,211.92
607,45,15,308,2,2025-09-24,2025,9,September,3,Regular,0,"Produto 45","O BoticÃ¡rio",Maquiagem,Base,"Loja 15",Nordeste,PE,Recife,M,26-35,False,E-commerce,1,234.00,23.00,211.00,134.00,76.47
608,49,8,NULL,2,2024-04-28,2024,4,April,2,Regular,1,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,E-commerce,2,432.00,0.00,432.00,268.00,163.94
609,18,14,366,1,2024-10-23,2024,10,October,4,Regular,0,"Produto 18",Eudora,Maquiagem,"PÃ³ Facial","Loja 14",Sul,RS,"Porto Alegre",F,26-35,False,"Loja FÃ­sica",5,1244.00,49.00,1194.00,736.00,458.13
610,7,8,NULL,1,2024-01-16,2024,1,January,1,Regular,0,"Produto 7",Eudora,Skincare,"NÃ£o Classificado","Loja 8",Nordeste,BA,Salvador,NULL,NULL,NULL,"Loja FÃ­sica",4,617.00,15.00,602.00,398.00,204.07
611,5,13,NULL,1,2024-07-01,2024,7,July,3,Regular,0,"Produto 5","Quem Disse Berenice",Perfume,Gourmand,"Loja 13",Sudeste,SP,"SÃ£o Paulo",NULL,NULL,NULL,"Loja FÃ­sica",5,1067.00,42.00,1024.00,620.00,404.51
612,33,9,187,1,2024-06-28,2024,6,June,2,"Dia dos Namorados",0,"Produto 33","Quem Disse Berenice",Maquiagem,"PÃ³ Facial","Loja 9",Sul,PR,Curitiba,F,18-25,True,"Loja FÃ­sica",4,383.00,9.00,374.00,259.00,114.41
613,24,8,346,1,2025-04-24,2025,4,April,2,Regular,0,"Produto 24",Eudora,Skincare,Anti-Idade,"Loja 8",Nordeste,BA,Salvador,F,50+,True,"Loja FÃ­sica",5,256.00,0.00,256.00,153.00,102.65
614,37,3,NULL,2,2025-10-25,2025,10,October,4,Regular,1,"Produto 37",Eudora,Skincare,"ProteÃ§Ã£o Solar","Loja 3",Sul,MS,"Campo Grande",NULL,NULL,NULL,E-commerce,4,484.00,24.00,459.00,332.00,127.07
615,5,7,432,2,2024-06-21,2024,6,June,2,"Dia dos Namorados",0,"Produto 5","Quem Disse Berenice",Perfume,Gourmand,"Loja 7",Sul,RS,"Porto Alegre",F,50+,True,E-commerce,3,623.00,0.00,623.00,381.00,241.65
616,46,5,335,1,2025-01-16,2025,1,January,1,Regular,0,"Produto 46","Quem Disse Berenice",Skincare,Anti-Idade,"Loja 5",Sudeste,SP,"SÃ£o Paulo",F,18-25,True,"Loja FÃ­sica",4,364.00,18.00,346.00,193.00,153.71
617,38,2,NULL,1,2025-06-17,2025,6,June,2,"Dia dos Namorados",0,"Produto 38","Quem Disse Berenice",Perfume,Amadeirado,"Loja 2",Nordeste,SE,Aracaju,NULL,NULL,NULL,"Loja FÃ­sica",5,596.00,11.00,584.00,257.00,326.96
618,49,13,13,1,2024-01-27,2024,1,January,1,Regular,1,"Produto 49",Eudora,Perfume,"NÃ£o Classificado","Loja 13",Sudeste,SP,"SÃ£o Paulo",M,26-35,False,"Loja FÃ­sica",3,529.00,0.00,529.00,218.00,311.61
619,31,4,349,1,2024-12-29,2024,12,December,4,Natal,1,"Produto 31",Eudora,Maquiagem,Batom,"Loja 4",Sul,PR,Curitiba,F,26-35,True,"Loja FÃ­sica",5,649.00,13.00,636.00,341.00,295.30
620,8,14,190,2,2024-06-30,2024,6,June,2,"Dia dos Namorados",1,"Produto 8",Eudora,Perfume,Gourmand,"Loja 14",Sul,RS,"Porto Alegre",F,26-35,False,E-commerce,4,458.00,11.00,446.00,269.00,177.82
621,14,14,229,1,2024-04-07,2024,4,April,2,Regular,1,"Produto 14","O BoticÃ¡rio",Maquiagem,"NÃ£o Classificado","Loja 14",Sul,RS,"Porto Alegre",M,26-35,True,"Loja FÃ­sica",2,412.00,41.00,370.00,276.00,94.32
